"id";"carat";"cut";"color";"clarity";"depth";"table";"price";"x";"y";"z"
30402;0,32;"Premium";"H";"VVS1";62,5;58;730;4,33;4,37;2,72
30403;0,32;"Ideal";"G";"VVS2";62,1;55;730;4,35;4,38;2,71
30404;0,32;"Premium";"G";"VVS2";61,2;59;730;4,39;4,44;2,7
30405;0,32;"Ideal";"G";"VVS2";61,4;55;730;4,4;4,43;2,71
30406;0,32;"Ideal";"H";"VVS1";62,2;56;730;4,37;4,38;2,72
30407;0,32;"Premium";"G";"VVS2";60,8;59;730;4,41;4,44;2,69
30408;0,34;"Ideal";"D";"VS2";60,8;57;730;4,52;4,56;2,76
30409;0,34;"Very Good";"D";"VS2";60;59;730;4,5;4,56;2,72
30410;0,4;"Good";"H";"VS2";59,4;64;730;4,75;4,82;2,84
30411;0,32;"Ideal";"H";"VVS1";61,6;55;730;4,4;4,43;2,72
30412;0,32;"Premium";"G";"VVS2";61,7;59;730;4,37;4,41;2,71
30413;0,32;"Premium";"G";"VVS2";60,2;60;730;4,42;4,45;2,67
30416;0,32;"Ideal";"G";"VVS2";61,7;57;730;4,41;4,44;2,73
30417;0,32;"Premium";"G";"VVS2";62,3;58;730;4,35;4,38;2,72
30419;0,32;"Ideal";"G";"VVS2";62,2;55;730;4,41;4,43;2,75
30422;0,32;"Very Good";"H";"VVS1";62,7;57;730;4,36;4,41;2,75
30423;0,32;"Ideal";"H";"VVS1";61,6;56;730;4,39;4,41;2,71
30424;0,32;"Premium";"H";"VVS1";61,4;58;730;4,38;4,41;2,7
30425;0,32;"Ideal";"G";"VVS2";62,6;57;730;4,34;4,38;2,73
30429;0,32;"Ideal";"G";"VVS2";61,5;57;730;4,39;4,43;2,71
30430;0,32;"Ideal";"G";"VVS2";61,9;57;730;4,38;4,41;2,72
30431;0,32;"Very Good";"H";"VVS1";62,9;58;730;4,34;4,37;2,74
30432;0,32;"Ideal";"G";"VVS2";62,1;57;730;4,4;4,42;2,74
30433;0,32;"Ideal";"G";"VVS2";62;55;730;4,4;4,44;2,74
30434;0,32;"Ideal";"G";"VVS1";61,7;56;730;4,37;4,41;2,71
30435;0,32;"Ideal";"H";"VVS1";62,1;54;730;4,4;4,42;2,74
30436;0,32;"Very Good";"H";"VVS1";62,9;57;730;4,33;4,38;2,74
30438;0,32;"Ideal";"G";"VVS2";61,2;56;730;4,41;4,42;2,7
30441;0,32;"Ideal";"G";"VVS2";61,1;55;730;4,42;4,45;2,71
30442;0,32;"Very Good";"G";"VVS2";62,6;58;730;4,35;4,37;2,73
30445;0,29;"Very Good";"F";"VVS1";62,1;55;731;4,26;4,28;2,65
30446;0,43;"Very Good";"J";"VS2";60,9;59;731;4,86;4,9;2,97
30448;0,3;"Ideal";"E";"VVS2";62,8;55;731;4,28;4,32;2,7
30450;0,41;"Ideal";"J";"SI2";62,5;54;731;4,78;4,79;2,99
30451;0,4;"Ideal";"F";"SI2";61;56;731;4,76;4,81;2,92
30453;0,3;"Ideal";"F";"VS1";61;56;731;4,37;4,35;2,66
30454;0,3;"Good";"F";"VS1";63,7;56;731;4,28;4,26;2,72
30456;0,3;"Ideal";"F";"VS1";61,7;56;731;4,34;4,32;2,67
30457;0,3;"Premium";"F";"VS1";61;58;731;4,36;4,33;2,65
30458;0,3;"Premium";"E";"VS2";61,7;60;731;4,31;4,28;2,65
30461;0,32;"Ideal";"G";"VVS1";61,3;60;732;4,39;4,42;2,7
30463;0,31;"Ideal";"D";"SI1";62,7;56;732;4,36;4,32;2,72
30464;0,41;"Good";"J";"VS2";64;59;732;4,71;4,64;2,99
30466;0,31;"Premium";"D";"SI1";61,1;57;732;4,36;4,35;2,66
30467;0,31;"Ideal";"D";"SI1";61,1;56;732;4,38;4,36;2,67
30468;0,31;"Very Good";"D";"SI1";63,1;57;732;4,32;4,3;2,72
30469;0,31;"Very Good";"D";"SI1";63,5;58;732;4,3;4,27;2,72
30470;0,31;"Very Good";"D";"SI1";63,4;55;732;4,3;4,28;2,72
30471;0,31;"Very Good";"D";"SI1";63,5;57;732;4,32;4,28;2,73
30473;0,31;"Ideal";"I";"VVS1";62,1;56;732;4,38;4,35;2,71
30474;0,31;"Ideal";"I";"VVS1";61,4;54;732;4,41;4,38;2,7
30475;0,31;"Ideal";"I";"VVS1";62;54;732;4,37;4,34;2,7
30476;0,31;"Premium";"I";"VVS1";61;58;732;4,39;4,33;2,66
30477;0,31;"Ideal";"I";"VVS1";62,8;55;732;4,36;4,33;2,73
30478;0,31;"Premium";"I";"VVS1";62,2;60;732;4,32;4,3;2,68
30479;0,31;"Very Good";"I";"VVS1";63,1;59;732;4,31;4,25;2,7
30481;0,31;"Ideal";"D";"SI1";61,2;55;732;4,49;4,37;2,71
30482;0,31;"Premium";"D";"SI1";60,9;60;732;4,39;4,38;2,67
30484;0,31;"Ideal";"D";"SI1";61;57;732;4,41;4,38;2,68
30487;0,31;"Ideal";"D";"SI1";62,1;56;732;4,37;4,33;2,7
30488;0,31;"Ideal";"D";"SI1";62,3;55;732;4,37;4,33;2,71
30491;0,31;"Ideal";"D";"SI1";62,2;55;732;4,37;4,34;2,71
30492;0,31;"Ideal";"D";"SI1";61,7;57;732;4,38;4,34;2,69
30493;0,31;"Premium";"D";"SI1";61,4;58;732;4,39;4,34;2,68
30494;0,31;"Ideal";"D";"SI1";61,4;55;732;4,38;4,35;2,68
30496;0,31;"Ideal";"D";"SI1";61,9;57;732;4,36;4,33;2,69
30499;0,31;"Ideal";"D";"SI1";62,4;56;732;4,35;4,33;2,71
30500;0,31;"Ideal";"D";"SI1";62,4;53;732;4,35;4,33;2,71
30501;0,31;"Ideal";"D";"SI1";61,5;56;732;4,35;4,33;2,67
30502;0,31;"Ideal";"D";"SI1";62,6;57;732;4,33;4,3;2,7
30503;0,31;"Premium";"D";"SI1";62;58;732;4,35;4,3;2,68
30505;0,31;"Premium";"D";"SI1";61,7;59;732;4,35;4,31;2,67
30506;0,31;"Ideal";"D";"SI1";62,4;56;732;4,35;4,31;2,7
30507;0,31;"Good";"D";"SI1";63,7;54;732;4,35;4,31;2,76
30510;0,31;"Ideal";"D";"SI1";61,8;57;732;4,36;4,32;2,68
30511;0,31;"Premium";"D";"SI1";62,1;58;732;4,33;4,3;2,68
30513;0,31;"Very Good";"D";"SI1";63,5;56;732;4,31;4,29;2,73
30514;0,31;"Very Good";"D";"SI1";63,5;56;732;4,31;4,29;2,73
30516;0,31;"Good";"D";"SI1";63,9;54;732;4,3;4,27;2,74
30517;0,31;"Very Good";"D";"SI1";63,5;55;732;4,3;4,27;2,72
30518;0,31;"Ideal";"D";"SI1";61,8;56;732;4,37;4,34;2,69
30521;0,26;"Ideal";"E";"VVS2";61,3;57;733;4,12;4,15;2,53
30522;0,32;"Ideal";"G";"VVS1";61,3;55;733;4,46;4,38;2,71
30523;0,26;"Ideal";"F";"VVS1";60,3;56;733;4,15;4,17;2,51
30524;0,31;"Ideal";"E";"VS1";60,7;57;733;4,37;4,4;2,66
30525;0,26;"Ideal";"F";"IF";62;56;733;4,07;4,1;2,53
30526;0,44;"Good";"H";"SI1";63,5;57;733;4,82;4,85;3,07
30527;0,44;"Ideal";"H";"SI1";61,9;57;733;4,9;4,92;3,04
30528;0,38;"Very Good";"D";"SI1";58,9;61;733;4,75;4,79;2,81
30530;0,38;"Premium";"D";"SI1";60,7;60;733;4,63;4,69;2,83
30531;0,38;"Premium";"D";"SI1";62,2;58;733;4,57;4,63;2,86
30532;0,3;"Ideal";"G";"VVS1";60,6;57;734;4,36;4,38;2,65
30534;0,4;"Good";"J";"VS1";64;56;734;4,69;4,66;2,99
30535;0,39;"Very Good";"G";"VS2";59,8;61;734;4,72;4,75;2,83
30538;0,31;"Ideal";"D";"VS2";61,5;56;734;4,37;4,41;2,7
30539;0,31;"Very Good";"D";"VS2";62,9;55;734;4,31;4,34;2,72
30541;0,31;"Premium";"E";"VS1";60,2;58;734;4,38;4,43;2,65
30542;0,31;"Premium";"D";"VS2";62,6;59;734;4,3;4,33;2,7
30544;0,31;"Ideal";"D";"VS2";62,5;56;734;4,29;4,32;2,69
30545;0,31;"Ideal";"E";"VS1";61,6;56;734;4,35;4,38;2,69
30549;0,31;"Ideal";"D";"VS2";61,5;56;734;4,35;4,36;2,68
30550;0,31;"Ideal";"D";"VS2";62,6;56;734;4,33;4,36;2,72
30552;0,31;"Premium";"E";"VS1";60;59;734;4,38;4,42;2,64
30553;0,31;"Very Good";"D";"VS2";62,3;55;734;4,32;4,35;2,7
30554;0,31;"Ideal";"D";"VS2";61,3;57;734;4,37;4,4;2,69
30556;0,31;"Premium";"E";"VS1";61,7;58;734;4,3;4,36;2,67
30557;0,31;"Ideal";"D";"VS2";61,2;55;734;4,36;4,46;2,7
30558;0,31;"Ideal";"D";"VS2";60,4;56;734;4,39;4,42;2,66
30559;0,31;"Premium";"D";"VS2";61,2;59;734;4,32;4,37;2,66
30563;0,31;"Ideal";"D";"VS2";62,2;54;734;4,31;4,34;2,69
30566;0,31;"Ideal";"D";"VS2";61,2;55;734;4,37;4,39;2,68
30568;0,31;"Ideal";"D";"VS2";61,8;55;734;4,33;4,37;2,69
30569;0,31;"Ideal";"D";"VS2";61,8;56;734;4,32;4,36;2,68
30570;0,31;"Ideal";"D";"VS2";61,6;57;734;4,36;4,38;2,69
30571;0,31;"Ideal";"D";"VS2";62,2;56;734;4,32;4,33;2,69
30573;0,31;"Ideal";"E";"VS1";60,9;57;734;4,39;4,41;2,68
30574;0,31;"Ideal";"D";"VS2";62,1;54;734;4,33;4,37;2,7
30575;0,31;"Very Good";"D";"VS2";61,8;57;734;4,36;4,41;2,71
30576;0,31;"Ideal";"D";"VS2";61,8;57;734;4,36;4,38;2,7
30578;0,31;"Ideal";"D";"VS2";62,1;54;734;4,33;4,37;2,7
30579;0,31;"Ideal";"D";"VS2";62,1;55;734;4,31;4,32;2,68
30582;0,31;"Premium";"D";"VS2";62;59;734;4,32;4,36;2,69
30584;0,31;"Ideal";"D";"VS2";62,2;57;734;4,31;4,34;2,69
30585;0,31;"Ideal";"D";"VS2";61,5;56;734;4,34;4,37;2,68
30586;0,31;"Ideal";"D";"VS2";61,6;55;734;4,36;4,37;2,69
30587;0,31;"Premium";"E";"VS1";60,5;59;734;4,36;4,37;2,64
30588;0,31;"Ideal";"D";"VS2";61,2;55;734;4,37;4,42;2,69
30589;0,31;"Ideal";"D";"VS2";61,5;56;734;4,35;4,37;2,68
30590;0,31;"Ideal";"E";"VS1";60,4;57;734;4,37;4,4;2,65
30591;0,31;"Ideal";"E";"VS1";61,8;56;734;4,33;4,34;2,68
30592;0,31;"Ideal";"D";"VS2";62,1;56;734;4,34;4,35;2,7
30594;0,31;"Ideal";"D";"VS2";62,1;55;734;4,32;4,35;2,69
30598;0,31;"Ideal";"D";"VS2";60,7;56;734;4,35;4,38;2,65
30599;0,31;"Ideal";"E";"VS1";61,4;57;734;4,32;4,37;2,67
30600;0,31;"Premium";"D";"VS2";61,7;59;734;4,31;4,34;2,67
30602;0,3;"Very Good";"G";"SI1";61,6;59;447;4,26;4,28;2,63
30603;0,3;"Premium";"D";"SI2";62,3;58;447;4,29;4,32;2,68
30604;0,3;"Ideal";"D";"SI2";60,2;56;447;4,37;4,4;2,64
30605;0,3;"Very Good";"D";"SI2";62,2;59;447;4,25;4,3;2,66
30606;0,34;"Very Good";"I";"SI1";61,8;57;447;4,46;4,51;2,77
30608;0,3;"Ideal";"D";"SI2";62,1;57;447;4,3;4,33;2,68
30609;0,34;"Very Good";"G";"SI2";62,8;59;447;4,45;4,47;2,8
30612;0,3;"Good";"D";"SI2";63,4;56;447;4,26;4,29;2,71
30614;0,3;"Very Good";"D";"SI2";61,8;58;447;4,29;4,32;2,66
30616;0,3;"Very Good";"G";"SI1";58,8;60;447;4,35;4,39;2,57
30617;0,3;"Very Good";"G";"SI1";59,5;63;447;4,29;4,32;2,56
30618;0,3;"Very Good";"G";"SI1";59,7;60;447;4,35;4,39;2,61
30620;0,34;"Very Good";"G";"SI2";62,8;58;447;4,43;4,46;2,79
30621;0,34;"Good";"I";"SI1";63,7;54;447;4,43;4,48;2,84
30622;0,3;"Very Good";"G";"SI1";61,4;57;447;4,31;4,35;2,66
30624;0,3;"Premium";"D";"SI2";60,2;60;447;4,32;4,35;2,61
30627;0,28;"Ideal";"I";"VS1";62,4;54;448;4,18;4,19;2,61
30628;0,26;"Ideal";"H";"VS1";62,6;56;448;4,07;4,09;2,55
30629;0,26;"Ideal";"H";"VS1";61,9;55;448;4,1;4,13;2,55
30630;0,26;"Ideal";"H";"VS1";62,1;56;448;4,13;4,15;2,56
30631;0,31;"Ideal";"D";"VS2";62,2;56;734;4,32;4,36;2,7
30632;0,31;"Ideal";"D";"VS2";62,2;55;734;4,31;4,34;2,69
30633;0,31;"Ideal";"D";"VS2";62,7;55;734;4,31;4,34;2,71
30634;0,41;"Very Good";"G";"SI1";60,4;58;735;4,77;4,84;2,9
30635;0,34;"Ideal";"G";"VVS2";62;56;735;4,46;4,48;2,77
30636;0,3;"Ideal";"G";"VVS1";60,9;56,8;735;4,34;4,38;2,65
30637;0,3;"Ideal";"G";"VVS1";62;54,9;735;4,3;4,33;2,68
30638;0,3;"Ideal";"E";"VS1";60,6;56;735;4,35;4,36;2,64
30639;0,41;"Ideal";"D";"SI1";62,3;56;735;4,74;4,79;2,97
30640;0,36;"Ideal";"I";"IF";61,8;55;735;4,58;4,61;2,84
30641;0,36;"Ideal";"I";"IF";62;55;735;4,59;4,61;2,85
30642;0,36;"Ideal";"I";"IF";61,9;54;735;4,57;4,6;2,84
30643;0,41;"Fair";"I";"VS1";65,3;58;735;4,62;4,66;3,03
30644;0,42;"Good";"D";"SI1";63,3;58;735;4,73;4,75;3
30648;0,4;"Ideal";"I";"VS1";61,5;59;736;4,72;4,75;2,91
30649;0,4;"Ideal";"I";"VS1";61,2;56;736;4,76;4,82;2,93
30650;0,4;"Ideal";"I";"VS1";61,9;57;736;4,73;4,74;2,93
30654;0,33;"Ideal";"D";"SI1";61,9;55;736;4,45;4,47;2,76
30655;0,33;"Ideal";"D";"SI1";60,9;56;736;4,46;4,5;2,73
30656;0,31;"Very Good";"D";"VS1";62,3;56;736;4,33;4,37;2,71
30658;0,38;"Ideal";"I";"VVS2";61,7;56;737;4,67;4,7;2,89
30659;0,37;"Ideal";"E";"VS2";61;56;737;4,62;4,66;2,83
30660;0,42;"Very Good";"G";"SI1";62,9;54;737;4,79;4,81;3,02
30661;0,3;"Premium";"F";"VVS2";61,6;58;737;4,28;4,35;2,66
30663;0,4;"Premium";"F";"SI1";62,5;59;737;4,67;4,71;2,93
30664;0,3;"Premium";"F";"VVS2";61,1;59;737;4,29;4,32;2,63
30667;0,4;"Very Good";"I";"VS1";63;56;737;4,68;4,72;2,96
30669;0,4;"Premium";"F";"SI1";62,5;59;737;4,67;4,71;2,93
30672;0,3;"Very Good";"G";"VVS1";59,8;62;737;4,33;4,36;2,6
30673;0,4;"Very Good";"F";"SI1";62,9;57;737;4,68;4,7;2,95
30676;0,4;"Premium";"E";"SI1";61,3;59;737;4,69;4,74;2,89
30677;0,4;"Premium";"F";"SI1";61,2;58;737;4,71;4,74;2,89
30678;0,4;"Very Good";"E";"SI1";60,9;56;737;4,76;4,8;2,91
30680;0,35;"Ideal";"I";"IF";62,5;55;737;4,52;4,54;2,83
30681;0,4;"Ideal";"E";"SI1";62,2;55;737;4,71;4,75;2,94
30685;0,4;"Premium";"E";"SI1";62,2;58;737;4,71;4,74;2,94
30686;0,4;"Ideal";"E";"SI1";62;57;737;4,74;4,78;2,95
30687;0,42;"Good";"G";"SI1";63,2;57;737;4,77;4,79;3,02
30689;0,4;"Very Good";"E";"SI1";62,8;59;737;4,64;4,69;2,93
30690;0,3;"Premium";"F";"VVS2";61,5;58;737;4,29;4,31;2,64
30691;0,4;"Ideal";"E";"SI1";60,5;57;737;4,77;4,81;2,9
30692;0,4;"Premium";"F";"SI1";62,3;60;737;4,7;4,74;2,94
30694;0,3;"Premium";"F";"VVS2";61,4;59;737;4,31;4,36;2,66
30695;0,4;"Very Good";"F";"SI1";62,3;57;737;4,67;4,74;2,93
30697;0,42;"Premium";"G";"SI1";61,7;58;737;4,76;4,8;2,95
30698;0,4;"Very Good";"E";"SI1";61,3;61;737;4,73;4,76;2,91
30699;0,42;"Very Good";"G";"SI1";62,5;56;737;4,8;4,83;3,01
30700;0,4;"Very Good";"H";"VS2";59,1;61;737;4,81;4,84;2,85
30701;0,4;"Good";"E";"SI1";63,5;56;737;4,67;4,72;2,98
30702;0,3;"Premium";"G";"VVS1";61,3;58;737;4,29;4,33;2,64
30703;0,3;"Very Good";"F";"VVS2";62,4;58;737;4,25;4,28;2,66
30704;0,42;"Very Good";"G";"SI1";62,2;58;737;4,73;4,75;2,95
30705;0,4;"Premium";"F";"SI1";62,6;59;737;4,68;4,74;2,95
30706;0,3;"Ideal";"G";"VVS1";61,4;56;737;4,32;4,34;2,66
30707;0,4;"Premium";"E";"SI1";60,9;60;737;4,75;4,77;2,9
30709;0,37;"Very Good";"E";"VS1";63,7;56;738;4,54;4,6;2,91
30712;0,33;"Ideal";"E";"VS2";61,1;55;738;4,47;4,51;2,74
30713;0,33;"Ideal";"E";"VS2";60,5;55;738;4,52;4,56;2,74
30715;0,33;"Ideal";"F";"VS1";61,6;55;738;4,46;4,47;2,76
30717;0,33;"Ideal";"F";"VS1";62,1;55;738;4,43;4,46;2,76
30718;0,37;"Good";"F";"SI1";63,7;55;738;4,59;4,55;2,91
30719;0,35;"Fair";"E";"VVS2";66,2;61;738;4,4;4,36;2,9
30720;0,35;"Fair";"E";"VVS2";66,2;58;738;4,41;4,35;2,9
30721;0,41;"Good";"D";"SI1";63,2;57;738;4,73;4,77;3
30722;0,41;"Very Good";"D";"VS2";62,1;56;738;4,76;4,77;2,96
30723;0,41;"Good";"D";"SI1";63,3;55;738;4,74;4,77;3,01
30725;0,41;"Very Good";"D";"SI1";59,2;62;738;4,82;4,85;2,86
30726;0,41;"Good";"D";"SI1";63,2;58;738;4,72;4,77;3
30727;0,41;"Good";"D";"SI1";63,4;55;738;4,68;4,72;2,98
30728;0,33;"Very Good";"F";"VVS2";61,1;56;739;4,46;4,48;2,73
30729;0,34;"Very Good";"F";"VS1";61,1;57;739;4,51;4,54;2,76
30730;0,32;"Ideal";"F";"VVS2";62,1;54;739;4,42;4,44;2,75
30732;0,33;"Ideal";"D";"VS1";61,7;55;739;4,47;4,48;2,76
30733;0,25;"Ideal";"F";"IF";62,3;54;739;4,06;4,09;2,54
30735;0,41;"Good";"G";"SI1";64,2;57;739;4,67;4,71;3,01
30736;0,35;"Good";"D";"SI1";57,7;60;739;4,69;4,64;2,69
30737;0,31;"Premium";"H";"IF";60,8;59;739;4,36;4,39;2,66
30738;0,43;"Good";"E";"SI1";63,1;56;739;4,8;4,83;3,04
30740;0,43;"Premium";"E";"SI1";61,5;60;739;4,78;4,85;2,96
30741;0,43;"Good";"E";"SI1";63,2;57;739;4,78;4,84;3,04
30744;0,43;"Premium";"F";"SI1";61,7;58;739;4,82;4,84;2,98
30745;0,43;"Good";"F";"SI1";63,8;57;739;4,8;4,82;3,07
30748;0,38;"Very Good";"E";"VS2";61,2;56;740;4,67;4,71;2,87
30749;0,34;"Ideal";"H";"VVS1";62,2;54;740;4,48;4,53;2,8
30750;0,39;"Ideal";"H";"VS1";61,9;57;740;4,71;4,76;2,93
30751;0,47;"Ideal";"J";"SI1";61,9;55;740;5;5,05;3,11
30753;0,25;"Premium";"F";"VVS2";62;59;740;4,04;3,99;2,49
30754;0,25;"Premium";"F";"VVS1";60,7;59;740;4,1;4,07;2,48
30759;0,25;"Premium";"E";"VVS2";61,5;59;740;4,04;4,02;2,48
30760;0,25;"Premium";"E";"VVS2";62,5;59;740;4,04;4,02;2,52
30762;0,25;"Premium";"E";"VVS1";60,7;60;740;4,11;4,09;2,49
30765;0,25;"Premium";"E";"VVS1";62,9;58;740;4,03;4,01;2,53
30766;0,25;"Premium";"E";"VVS1";62,9;59;740;4,02;3,99;2,52
30767;0,33;"Premium";"F";"VS2";60;60;740;4,49;4,45;2,68
30768;0,36;"Very Good";"F";"VS2";61,3;59;741;4,55;4,6;2,79
30769;0,4;"Very Good";"I";"VS1";61,7;57;741;4,71;4,73;2,91
30770;0,36;"Very Good";"G";"VS1";61,8;56;741;4,57;4,6;2,84
30771;0,33;"Very Good";"F";"VS1";62,7;59;741;4,35;4,39;2,74
30773;0,38;"Ideal";"H";"VS2";62,2;57;741;4,61;4,66;2,89
30774;0,37;"Ideal";"G";"VS1";61,9;54;741;4,62;4,68;2,88
30775;0,35;"Ideal";"G";"VS1";61,3;54;741;4,58;4,63;2,83
30776;0,4;"Ideal";"G";"SI1";62,3;54;741;4,74;4,77;2,96
30781;0,4;"Ideal";"D";"SI1";62,5;55;741;4,71;4,73;2,95
30782;0,33;"Premium";"E";"VVS2";61,3;59;741;4,44;4,47;2,73
30783;0,39;"Very Good";"G";"VS1";61,7;62;741;4,65;4,69;2,88
30784;0,3;"Very Good";"E";"VVS2";62,5;56;742;4,28;4,3;2,68
30786;0,33;"Very Good";"D";"VS1";61,6;53;742;4,45;4,48;2,75
30788;0,3;"Very Good";"D";"VS1";62,1;58;742;4,25;4,29;2,65
30789;0,3;"Ideal";"E";"VVS2";61,2;56;742;4,34;4,38;2,67
30790;0,3;"Ideal";"E";"VVS2";62;56;742;4,3;4,34;2,68
30791;0,3;"Ideal";"E";"VVS2";61,1;56;742;4,34;4,37;2,66
30792;0,3;"Ideal";"E";"VVS2";62,1;54;742;4,32;4,35;2,69
30793;0,3;"Ideal";"E";"VVS2";60,8;57;742;4,33;4,35;2,64
30794;0,3;"Ideal";"E";"VVS2";62,4;54;742;4,31;4,34;2,7
30795;0,3;"Ideal";"E";"VVS2";62,3;54;742;4,31;4,36;2,7
30796;0,41;"Ideal";"I";"VS2";62;57;742;4,74;4,77;2,95
30797;0,36;"Ideal";"E";"VS2";61,7;55;742;4,57;4,6;2,83
30798;0,3;"Ideal";"D";"VS1";60,8;58;742;4,31;4,34;2,63
30801;0,3;"Ideal";"D";"VS1";61,2;59;742;4,29;4,31;2,63
30802;0,43;"Ideal";"F";"SI2";60,7;57;742;4,88;4,91;2,97
30803;0,31;"Good";"F";"VVS1";63,6;61;742;4,21;4,25;2,69
30804;0,3;"Good";"F";"IF";60;63;742;4,3;4,36;2,6
30805;0,4;"Good";"D";"VS1";64;55;742;4,67;4,7;3
30807;0,3;"Very Good";"G";"IF";60,5;58;743;4,35;4,38;2,64
30809;0,3;"Ideal";"E";"VVS2";62;55;743;4,3;4,34;2,68
30811;0,31;"Ideal";"G";"VVS1";61,8;55;743;4,35;4,39;2,7
30813;0,38;"Ideal";"G";"VS2";61,6;55;743;4,67;4,71;2,89
30815;0,39;"Good";"G";"VS2";60,3;60,6;743;4,7;4,71;2,84
30816;0,33;"Premium";"G";"VS2";61,4;60;743;4,45;4,41;2,72
30817;0,33;"Ideal";"G";"VS2";62,8;54;743;4,42;4,4;2,77
30820;0,33;"Premium";"E";"SI1";59,1;58;743;4,56;4,51;2,68
30821;0,33;"Good";"E";"SI1";63,8;55;743;4,38;4,36;2,79
30822;0,33;"Very Good";"E";"SI1";63,4;55;743;4,4;4,37;2,78
30823;0,33;"Premium";"E";"SI1";62,7;56;743;4,45;4,39;2,77
30824;0,33;"Ideal";"I";"VVS2";62,4;56;743;4,43;4,41;2,76
30825;0,33;"Premium";"I";"VVS2";61;59;743;4,44;4,41;2,7
30829;0,33;"Ideal";"I";"VVS2";62,7;54;743;4,45;4,42;2,78
30830;0,33;"Premium";"I";"VVS2";61;58;743;4,46;4,42;2,71
30831;0,33;"Premium";"I";"VVS2";61,5;58;743;4,45;4,43;2,73
30833;0,33;"Good";"I";"VVS2";63,7;56;743;4,4;4,36;2,79
30834;0,33;"Premium";"H";"VS1";59,7;59;743;4,53;4,52;2,7
30836;0,33;"Premium";"H";"VS1";59,2;58;743;4,55;4,5;2,68
30839;0,33;"Ideal";"H";"VS1";61,4;57;743;4,49;4,44;2,74
30840;0,33;"Ideal";"H";"VS1";61,7;54;743;4,47;4,45;2,75
30841;0,33;"Premium";"H";"VS1";61;59;743;4,5;4,45;2,73
30843;0,33;"Ideal";"H";"VS1";61,9;56;743;4,48;4,44;2,76
30847;0,33;"Ideal";"H";"VS1";62;55;743;4,46;4,44;2,76
30848;0,33;"Premium";"H";"VS1";60,2;62;743;4,47;4,44;2,68
30851;0,33;"Premium";"G";"VS2";59,4;61;743;4,53;4,49;2,68
30852;0,33;"Ideal";"G";"VS2";61,2;55;743;4,49;4,46;2,74
30855;0,33;"Premium";"G";"VS2";60;58;743;4,49;4,47;2,69
30856;0,33;"Premium";"G";"VS2";59,3;61;743;4,51;4,49;2,67
30857;0,33;"Premium";"G";"VS2";60,6;61;743;4,49;4,46;2,71
30859;0,33;"Premium";"G";"VS2";60,8;58;743;4,47;4,45;2,71
30860;0,33;"Ideal";"G";"VS2";62,2;56;743;4,47;4,44;2,77
30861;0,33;"Ideal";"G";"VS2";62;57;743;4,47;4,44;2,76
30862;0,33;"Ideal";"G";"VS2";61,6;55;743;4,46;4,43;2,74
30863;0,33;"Premium";"G";"VS2";61,1;59;743;4,47;4,43;2,72
30865;0,33;"Ideal";"G";"VS2";62,2;56;743;4,44;4,43;2,76
30866;0,33;"Premium";"G";"VS2";62,6;58;743;4,44;4,41;2,77
30868;0,33;"Premium";"G";"VS2";60,8;62;743;4,46;4,42;2,7
30869;0,33;"Ideal";"G";"VS2";62,3;55;743;4,47;4,42;2,77
30871;0,33;"Ideal";"G";"VS2";62,6;56;743;4,41;4,38;2,75
30873;0,33;"Ideal";"G";"VS2";62,3;57;743;4,43;4,4;2,75
30874;0,33;"Premium";"G";"VS2";61,9;59;743;4,46;4,4;2,74
30875;0,33;"Premium";"G";"VS2";62,6;58;743;4,4;4,36;2,74
30876;0,33;"Premium";"E";"SI1";60,4;59;743;4,47;4,43;2,69
30877;0,33;"Premium";"E";"SI1";60,7;57;743;4,47;4,43;2,7
30878;0,33;"Premium";"E";"SI1";61,1;58;743;4,47;4,43;2,72
30879;0,33;"Premium";"E";"SI1";60,9;58;743;4,5;4,46;2,73
30881;0,33;"Premium";"E";"SI1";60,2;58;743;4,55;4,49;2,72
30883;0,33;"Premium";"E";"SI1";62,2;59;743;4,43;4,41;2,75
30884;0,33;"Ideal";"E";"SI1";62,4;56;743;4,43;4,41;2,76
30885;0,33;"Ideal";"E";"SI1";62,5;55;743;4,45;4,42;2,77
30886;0,33;"Ideal";"E";"SI1";62,5;55;743;4,45;4,42;2,77
30887;0,33;"Ideal";"E";"SI1";63;54;743;4,42;4,38;2,77
30889;0,33;"Premium";"E";"SI1";60,6;60;743;4,44;4,41;2,68
30890;0,42;"Very Good";"E";"SI1";60;61;743;4,85;4,88;2,92
30891;0,42;"Ideal";"E";"SI1";62,1;55;743;4,79;4,81;2,98
30892;0,32;"Very Good";"E";"VVS2";62,4;56;744;4,34;4,38;2,72
30893;0,38;"Very Good";"E";"VS2";60,4;58;744;4,67;4,7;2,83
30894;0,38;"Ideal";"I";"VVS1";60,6;58;744;4,69;4,71;2,85
30895;0,35;"Ideal";"E";"VS2";61,6;57;744;4,53;4,56;2,8
30896;0,35;"Ideal";"E";"SI1";61,6;55;744;4,55;4,57;2,81
30897;0,41;"Ideal";"D";"SI1";61,7;56;744;4,77;4,8;2,95
30898;0,41;"Ideal";"D";"SI1";61,9;55;744;4,77;4,8;2,96
30900;0,41;"Ideal";"D";"SI1";60,5;57;744;4,81;4,85;2,92
30902;0,31;"Ideal";"F";"VS1";62,4;55;744;4,37;4,35;2,72
