in-store,age,items,amount,region
0,71,5,496.18,2
0,34,2,413.57,2
0,49,4,127.04,2
0,83,5,113.20,2
0,82,6,363.35,2
0,30,3,140.69,2
0,46,4,199.15,2
0,39,1,464.11,2
0,69,1,376.28,2
0,61,2,82.61,2
0,63,7,347.23,2
0,66,4,499.39,2
0,56,7,320.50,2
0,65,2,299.56,2
0,69,4,225.27,2
0,50,5,167.77,2
0,31,3,288.69,2
0,42,7,433.35,2
0,40,8,366.75,2
0,82,5,80.82,2
0,39,7,197.69,2
0,65,7,247.01,2
0,40,7,435.75,2
0,43,1,428.49,2
0,31,7,207.75,2
0,36,6,188.38,2
0,34,2,16.75,2
0,69,6,189.45,2
0,32,8,85.63,2
0,47,2,14.75,2
0,61,8,126.77,2
0,36,4,77.30,2
0,82,2,140.08,2
0,64,8,218.73,2
0,60,7,23.04,2
0,67,2,334.81,2
0,37,6,394.13,2
0,80,7,382.37,2
0,34,5,20.27,2
0,77,7,236.37,2
0,83,6,246.81,2
0,31,8,451.98,2
0,57,6,129.56,2
0,71,5,385.70,2
0,54,4,164.11,2
0,76,6,57.08,2
0,72,5,280.83,2
0,40,7,302.02,2
0,61,2,380.91,2
0,43,7,193.61,2
0,46,4,303.55,2
0,69,5,247.87,2
0,63,3,283.69,2
0,43,8,368.99,2
0,58,5,467.68,2
0,83,4,133.48,2
0,29,3,46.23,2
0,50,3,219.95,2
0,46,4,59.36,2
0,46,6,444.05,2
0,69,2,211.04,2
0,67,2,170.87,2
0,77,3,386.98,2
0,57,7,21.91,2
0,57,7,470.35,2
0,82,6,65.80,2
0,43,8,139.78,2
0,31,4,317.70,2
0,60,7,164.22,2
0,70,6,298.27,2
0,60,4,57.44,2
0,38,5,397.01,2
0,58,4,118.53,2
0,66,1,470.50,2
0,59,5,253.68,2
0,67,4,90.07,2
0,54,6,153.23,2
0,58,3,160.63,2
0,40,2,174.55,2
0,41,1,263.93,2
0,56,4,484.92,2
0,33,5,303.83,2
0,36,6,442.00,2
0,58,6,275.28,2
0,72,7,304.66,2
0,39,4,22.45,2
0,77,4,139.04,2
0,82,4,389.37,2
0,67,2,371.20,2
0,63,4,37.41,2
0,45,2,464.79,2
0,32,3,171.93,2
0,65,3,437.48,2
0,50,4,342.46,2
0,37,7,72.36,2
0,53,8,455.09,2
0,58,6,483.99,2
0,60,7,153.75,2
0,84,7,442.17,2
0,29,7,213.59,2
0,58,3,91.36,2
0,83,3,169.77,2
0,29,2,61.49,2
0,53,3,158.77,2
0,57,7,298.50,2
0,55,4,357.30,2
0,48,3,180.53,2
0,54,3,354.28,2
0,69,6,166.66,2
0,36,6,489.57,2
0,81,6,375.77,2
0,79,4,212.76,2
0,35,2,106.04,2
0,32,3,143.49,2
0,58,6,444.23,2
0,79,7,330.30,2
0,77,7,324.19,2
0,39,7,486.31,2
0,43,5,131.88,2
0,31,5,64.48,2
0,40,1,83.27,2
0,45,7,420.79,2
0,82,6,229.76,2
0,72,1,185.72,2
0,51,3,231.27,2
0,42,6,67.80,2
0,81,6,110.02,2
0,48,1,293.23,2
0,84,2,18.36,2
0,51,2,333.26,2
0,52,8,480.84,2
0,76,5,60.23,2
0,38,3,135.26,2
0,35,5,52.75,2
0,83,8,491.85,2
0,35,2,141.32,2
0,68,3,387.01,2
0,70,7,18.64,2
0,62,3,463.21,2
0,74,4,83.73,2
0,81,2,228.10,2
0,81,4,465.53,2
0,51,5,79.20,2
0,61,2,366.10,2
0,62,6,144.33,2
0,46,4,145.59,2
0,65,6,157.53,2
0,78,3,224.24,2
0,79,3,441.66,2
0,29,5,95.59,2
0,69,2,104.67,2
0,31,5,373.64,2
0,84,4,398.11,2
0,57,2,273.16,2
0,62,5,270.99,2
0,32,5,349.66,2
0,35,2,337.45,2
0,61,3,285.40,2
0,59,1,462.57,2
0,68,5,390.14,2
0,52,6,302.63,2
0,74,8,432.62,2
0,31,2,393.56,2
0,73,4,252.82,2
0,34,4,440.21,2
0,65,8,356.53,2
0,80,8,419.31,2
0,32,6,21.39,2
0,52,7,230.19,2
0,56,2,202.43,2
0,70,4,21.66,2
0,34,5,144.58,2
0,79,2,270.36,2
0,62,4,365.54,2
0,41,7,415.49,2
0,62,6,489.05,2
0,72,3,377.59,2
0,49,1,479.37,2
0,60,2,470.32,2
0,52,4,403.81,2
0,62,2,406.03,2
0,40,5,200.05,2
0,81,1,238.08,2
0,61,3,389.07,2
0,38,7,109.31,2
0,38,6,353.48,2
0,60,6,428.59,2
0,75,4,220.08,2
0,41,3,472.66,2
0,57,5,352.60,2
0,82,5,360.53,2
0,39,3,402.01,2
0,62,2,455.10,2
0,51,3,5.91,2
0,72,5,60.07,2
0,49,2,107.85,2
0,53,1,115.94,2
0,46,2,486.71,2
0,40,2,136.42,2
0,64,4,52.33,2
0,57,8,213.62,2
0,80,4,116.54,2
0,55,3,255.37,2
0,29,5,142.53,2
0,46,3,283.42,2
0,62,8,263.09,2
0,38,5,157.47,2
0,57,2,428.24,2
0,69,6,404.54,2
0,64,2,376.28,2
0,38,2,14.15,2
0,52,6,96.42,2
0,38,2,370.82,2
0,55,3,163.67,2
0,72,8,167.31,2
0,50,4,267.59,2
0,49,6,105.81,2
0,53,7,348.20,2
0,60,4,95.14,2
0,62,8,459.43,2
0,78,5,103.07,2
0,67,3,86.82,2
0,28,5,373.95,2
0,55,3,438.69,2
0,43,7,24.99,2
0,63,7,14.05,2
0,85,4,64.89,2
0,78,6,164.28,2
0,73,6,416.90,2
0,67,4,154.86,2
0,75,6,230.92,2
0,68,4,26.69,2
0,41,5,382.09,2
0,32,3,349.67,2
0,55,5,82.86,2
0,63,8,238.18,2
0,64,4,7.64,2
0,31,3,424.60,2
0,84,6,292.78,2
0,47,8,384.07,2
0,43,4,292.23,2
0,38,4,121.72,2
0,39,5,360.50,2
0,36,8,328.42,2
0,50,3,324.05,2
0,30,4,289.61,2
0,73,8,470.56,2
0,76,7,262.13,2
0,51,4,174.67,2
0,59,3,82.38,2
0,74,2,46.75,2
0,57,4,33.03,2
0,39,3,35.11,2
0,58,7,187.78,2
0,34,3,382.90,2
0,35,4,397.87,2
0,44,2,290.68,2
0,39,1,358.70,2
0,70,5,67.58,2
0,28,7,83.57,2
0,58,3,405.25,2
0,49,3,226.65,2
0,49,6,307.22,2
0,37,3,107.54,2
0,50,2,98.22,2
0,82,8,229.70,2
0,54,5,218.44,2
0,34,6,409.86,2
0,80,4,346.96,2
0,81,6,415.39,2
0,63,2,261.23,2
0,84,3,246.63,2
0,83,6,372.07,2
0,82,5,175.21,2
0,64,2,398.31,2
0,76,3,305.88,2
0,53,6,327.64,2
0,44,7,66.49,2
0,57,8,88.92,2
0,72,5,283.59,2
0,61,8,399.01,2
0,40,3,286.82,2
0,73,5,57.77,2
0,37,3,100.65,2
0,60,7,497.29,2
0,36,4,94.96,2
0,37,1,60.00,2
0,77,6,190.07,2
0,32,4,130.80,2
0,31,8,240.85,2
0,82,1,417.43,2
0,54,6,213.41,2
0,59,1,464.38,2
0,37,2,387.38,2
0,36,3,497.11,2
0,50,5,208.66,2
0,52,2,206.39,2
0,67,6,213.23,2
0,56,1,477.31,2
0,82,6,343.36,2
0,58,2,365.18,2
0,55,6,331.69,2
0,48,2,14.24,2
0,44,6,35.90,2
0,42,2,358.71,2
0,59,3,119.18,2
0,38,5,119.41,2
0,60,8,200.61,2
0,82,6,14.52,2
0,76,4,441.48,2
0,33,6,440.03,2
0,37,1,361.73,2
0,34,5,222.29,2
0,36,4,15.11,2
0,52,3,422.96,2
0,67,4,160.47,2
0,53,3,318.71,2
0,54,8,80.77,2
0,72,7,470.61,2
0,74,3,457.86,2
0,66,8,401.54,2
0,50,2,188.16,2
0,67,6,150.59,2
0,82,2,278.82,2
0,61,6,410.22,2
0,51,2,372.14,2
0,60,7,201.98,2
0,61,7,201.94,2
0,70,6,114.51,2
0,36,7,258.50,2
0,38,3,387.49,2
0,36,4,188.29,2
0,53,7,446.98,2
0,30,2,81.70,2
0,57,3,385.86,2
0,73,6,209.71,2
0,68,5,59.82,2
0,74,7,308.30,2
0,80,5,317.38,2
0,71,4,205.45,2
0,78,2,151.13,2
0,48,2,38.73,2
0,68,5,277.30,2
0,75,1,164.74,2
0,56,5,193.46,2
0,79,6,65.47,2
0,46,6,179.66,2
0,29,4,57.42,2
0,66,8,333.65,2
0,69,8,157.98,2
0,83,5,495.94,2
0,39,6,308.68,2
0,51,4,377.96,2
0,57,6,486.15,2
0,72,1,7.55,2
0,78,6,159.69,2
0,83,3,117.13,2
0,69,5,55.74,2
0,54,3,95.91,2
0,59,7,48.27,2
0,69,7,348.07,2
0,53,3,403.20,2
0,51,8,37.74,2
0,76,6,118.72,2
0,78,2,77.16,2
0,47,4,409.84,2
0,65,3,295.56,2
0,63,4,339.65,2
0,83,5,326.38,2
0,67,5,251.05,2
0,38,4,303.61,2
0,29,5,435.81,2
0,83,6,489.75,2
0,79,1,461.40,2
0,69,6,464.35,2
0,82,7,448.79,2
0,82,5,216.15,2
0,76,2,254.94,2
0,36,4,278.30,2
0,61,5,205.07,2
0,49,8,81.17,2
0,72,4,489.71,2
0,62,2,310.14,2
0,41,4,412.93,2
0,66,2,39.36,2
0,78,3,273.27,2
0,73,6,487.88,2
0,71,2,226.72,2
0,57,5,315.66,2
0,58,7,171.31,2
0,48,7,189.14,2
0,61,2,95.00,2
0,49,5,65.98,2
0,38,4,304.66,2
0,34,2,143.98,2
0,39,6,266.25,2
0,51,7,115.30,2
0,60,6,242.12,2
0,34,6,365.43,2
0,30,5,463.94,2
0,70,7,268.50,2
0,37,4,372.64,2
0,34,7,322.30,2
0,50,7,163.83,2
0,59,1,346.69,2
0,48,7,298.95,2
0,76,4,353.46,2
0,59,6,29.07,2
0,62,3,297.92,2
0,55,2,97.15,2
0,52,1,321.14,2
0,30,2,257.73,2
0,55,3,123.06,2
0,75,2,361.06,2
0,35,2,48.31,2
0,65,2,278.19,2
0,47,7,184.85,2
0,63,2,11.73,2
0,61,7,257.15,2
0,71,2,292.15,2
0,55,3,56.91,2
0,78,6,138.44,2
0,33,7,358.77,2
0,38,6,427.93,2
0,33,1,55.19,2
0,51,5,40.15,2
0,76,6,381.13,2
0,29,5,313.04,2
0,51,5,356.19,2
0,49,4,63.44,2
0,56,4,124.93,2
0,44,2,327.11,2
0,81,4,135.58,2
0,52,3,148.54,2
0,61,7,432.89,2
0,56,2,290.94,2
0,66,3,441.46,2
0,34,6,90.94,2
0,83,4,457.64,2
0,34,7,392.43,2
0,55,4,391.08,2
0,37,7,447.21,2
0,68,7,285.24,2
0,59,1,246.74,2
0,46,5,360.36,2
0,36,2,128.50,2
0,60,1,83.80,2
0,32,6,236.54,2
0,74,3,177.64,2
0,40,5,48.78,2
0,48,2,163.18,2
0,43,6,217.92,2
0,49,7,20.51,2
0,84,6,173.01,2
0,50,4,123.14,2
0,46,1,303.52,2
0,63,8,188.47,2
0,44,7,86.70,2
0,70,4,106.62,2
0,52,5,347.54,2
0,49,2,332.10,2
0,67,3,387.67,2
0,62,5,255.90,2
0,76,2,227.44,2
0,34,7,282.68,2
0,54,5,122.33,2
0,51,7,153.35,2
0,68,7,382.37,2
0,34,4,13.12,2
0,64,1,302.66,2
0,40,4,168.74,2
0,70,3,248.67,2
0,45,4,174.61,2
0,74,6,180.26,2
0,35,8,174.38,2
0,40,2,411.73,2
0,81,1,296.93,2
0,71,1,105.27,2
0,52,3,228.84,2
0,42,8,19.87,2
0,51,2,163.96,2
0,70,2,492.96,2
0,82,7,185.90,2
0,84,2,183.44,2
0,80,7,396.48,2
0,83,8,412.04,2
0,71,5,443.34,2
0,49,5,319.65,2
0,60,3,441.08,2
0,38,2,386.02,2
0,80,6,279.26,2
0,66,1,384.09,2
0,75,5,424.78,2
0,61,2,221.77,2
0,69,6,350.22,2
0,28,5,465.16,2
0,71,5,258.35,2
0,29,5,76.49,2
0,32,6,389.35,2
0,44,5,427.17,2
0,38,7,305.49,2
0,53,5,455.88,2
0,58,4,330.74,2
0,40,5,20.33,2
0,81,5,14.69,2
0,44,6,344.72,2
0,34,1,174.98,2
0,78,8,37.58,2
0,62,2,6.96,2
0,33,7,433.09,2
0,80,1,489.09,2
0,70,4,160.73,2
0,81,7,236.93,2
0,78,8,195.62,2
0,57,7,380.83,2
0,77,5,425.15,2
0,33,5,43.08,2
0,54,7,389.09,2
0,53,6,446.59,2
0,42,7,251.31,2
0,82,8,167.92,2
0,41,1,193.05,2
0,50,7,10.00,2
0,53,4,361.26,2
0,30,8,387.87,2
0,76,1,62.31,2
0,61,7,251.42,2
0,28,7,428.84,2
0,49,5,197.16,2
0,38,1,63.84,2
0,39,2,449.94,2
0,69,1,404.42,2
0,71,7,6.92,2
0,77,4,170.02,2
0,54,1,414.16,2
1,46,3,715.25,3
1,66,5,819.98,3
1,44,5,122.39,3
1,48,7,529.57,3
0,43,7,1585.10,3
1,43,4,165.48,3
0,49,5,2524.40,3
1,31,4,246.61,3
1,74,6,652.57,3
1,49,7,987.98,3
1,55,1,120.47,3
1,40,6,649.27,3
1,66,6,429.13,3
0,20,8,261.10,3
0,57,4,2289.20,3
0,44,1,861.21,3
0,27,6,592.34,3
1,61,7,240.27,3
0,62,7,2591.30,3
1,49,4,172.17,3
1,38,5,91.63,3
1,42,7,698.67,3
1,53,2,500.85,3
1,36,4,701.57,3
1,25,6,106.33,3
1,74,2,673.84,3
1,52,6,625.50,3
1,34,6,394.50,3
0,44,2,2795.00,3
1,34,5,248.07,3
1,70,2,888.08,3
1,41,6,384.79,3
1,66,4,713.90,3
0,25,8,883.52,3
1,70,6,233.45,3
1,33,7,723.92,3
1,64,5,157.97,3
1,47,2,147.64,3
0,49,3,1438.10,3
1,27,5,138.97,3
1,73,7,881.48,3
1,54,6,635.85,3
0,18,7,1913.00,3
1,58,5,437.24,3
1,69,3,853.60,3
0,56,6,2860.30,3
1,37,4,532.46,3
1,31,6,440.51,3
1,38,3,473.53,3
1,44,4,415.76,3
1,33,3,752.83,3
0,28,6,1154.90,3
1,65,2,556.70,3
1,57,5,577.77,3
1,36,1,69.72,3
0,19,3,754.33,3
0,57,3,2039.60,3
0,36,4,2565.90,3
0,53,5,2236.40,3
1,64,7,950.59,3
0,57,5,2556.20,3
0,43,4,230.41,3
1,70,4,371.37,3
1,73,1,358.87,3
0,51,2,232.97,3
1,47,5,338.95,3
1,42,6,673.87,3
1,36,6,259.35,3
1,70,3,937.87,3
1,49,7,983.12,3
1,56,7,275.58,3
0,62,8,2312.60,3
1,73,6,699.78,3
0,37,7,1903.60,3
1,54,7,435.36,3
1,70,8,653.15,3
1,72,4,751.71,3
1,34,5,87.40,3
1,57,5,501.67,3
1,39,7,365.22,3
1,29,3,93.17,3
1,56,4,727.98,3
1,63,4,826.55,3
0,51,5,1221.30,3
0,40,6,1741.30,3
0,59,1,489.21,3
0,40,8,970.75,3
0,38,6,560.17,3
0,61,2,264.01,3
1,53,6,513.05,3
1,52,8,72.62,3
1,60,3,177.10,3
1,32,2,511.41,3
0,30,4,292.65,3
0,30,8,2607.30,3
0,30,6,470.17,3
1,45,5,231.26,3
0,52,2,2974.60,3
0,32,7,2125.30,3
0,61,6,2888.90,3
1,25,6,550.59,3
0,44,4,535.29,3
1,49,8,901.32,3
0,45,2,939.08,3
1,66,3,243.03,3
0,63,8,254.29,3
1,52,1,728.35,3
0,55,1,1271.20,3
0,59,6,797.26,3
1,30,2,520.41,3
1,58,4,984.10,3
0,53,3,2583.60,3
0,43,3,1766.60,3
1,37,8,482.83,3
1,39,3,362.14,3
1,60,5,582.90,3
0,46,3,1041.50,3
0,35,6,2630.60,3
0,35,1,935.59,3
1,73,8,58.61,3
0,38,2,1166.20,3
1,74,3,226.79,3
0,39,2,2873.20,3
1,66,7,252.56,3
1,35,7,617.06,3
0,30,2,2592.50,3
1,66,2,325.05,3
0,35,6,2447.10,3
0,43,3,2962.00,3
1,45,8,186.50,3
0,35,6,1745.30,3
0,58,5,2066.50,3
1,73,5,236.87,3
1,36,5,234.71,3
1,72,8,419.21,3
0,31,4,606.70,3
0,21,1,399.48,3
0,41,3,1879.50,3
1,58,7,277.37,3
0,51,3,2854.70,3
0,58,3,152.11,3
0,52,1,2726.40,3
0,45,5,1941.60,3
0,55,7,615.91,3
0,27,1,713.89,3
0,34,5,2053.00,3
1,27,8,476.92,3
1,63,5,280.49,3
0,38,8,2743.90,3
1,26,4,994.16,3
0,55,6,803.83,3
1,54,4,408.94,3
1,43,2,962.70,3
1,39,2,566.57,3
1,51,8,146.67,3
1,60,1,815.35,3
1,29,5,583.37,3
0,22,2,2521.80,3
1,51,8,150.19,3
1,57,4,687.34,3
1,52,8,75.43,3
1,62,5,775.76,3
0,38,4,828.58,3
1,37,7,948.66,3
1,45,1,250.41,3
1,36,7,629.73,3
1,25,3,708.96,3
1,30,2,148.03,3
1,34,8,207.27,3
1,34,4,276.71,3
0,34,5,2295.10,3
1,49,5,371.60,3
0,35,8,431.25,3
1,34,5,624.34,3
1,61,3,954.51,3
1,25,3,187.30,3
0,39,7,2717.30,3
1,35,3,693.30,3
1,52,4,148.76,3
1,40,3,424.97,3
0,22,6,1228.60,3
1,67,7,288.42,3
1,66,6,132.42,3
0,61,6,1673.80,3
1,42,6,178.21,3
0,60,7,488.22,3
0,46,2,1607.60,3
1,49,4,804.58,3
1,73,8,318.93,3
0,29,2,1103.50,3
0,40,7,1001.30,3
1,38,7,831.03,3
1,54,5,488.44,3
1,66,1,202.39,3
1,40,7,978.99,3
0,52,3,2124.50,3
1,51,4,785.81,3
1,29,8,971.90,3
1,71,4,814.96,3
0,51,1,1039.40,3
0,32,4,793.20,3
1,58,7,686.23,3
0,30,5,1375.70,3
1,55,4,204.77,3
0,53,4,1562.90,3
1,69,4,823.10,3
0,63,7,742.48,3
0,51,4,748.63,3
0,57,7,1403.80,3
1,62,5,469.32,3
1,42,8,320.13,3
0,48,6,231.03,3
1,52,4,517.37,3
1,33,5,279.87,3
1,53,5,790.27,3
0,55,1,2865.60,3
1,30,5,547.40,3
1,71,2,794.40,3
1,55,4,136.51,3
1,41,8,592.69,3
0,57,4,2655.00,3
1,71,4,211.81,3
0,33,3,429.77,3
0,40,4,2026.70,3
0,62,2,2701.60,3
1,53,2,382.28,3
1,38,1,527.62,3
1,46,8,998.40,3
0,27,3,1756.70,3
1,51,2,696.15,3
0,26,6,2689.80,3
1,46,7,175.35,3
1,54,2,222.34,3
1,41,7,489.76,3
1,67,2,694.67,3
1,45,3,568.22,3
1,41,2,582.14,3
1,37,1,270.90,3
0,30,1,265.52,3
0,42,6,1208.00,3
1,54,5,187.62,3
1,33,3,734.85,3
0,31,2,1680.90,3
1,38,5,353.83,3
1,41,2,747.17,3
1,66,4,809.50,3
0,56,5,1559.40,3
0,42,3,1722.40,3
1,54,6,279.22,3
1,68,5,764.48,3
1,68,2,699.86,3
0,33,5,664.61,3
0,41,5,1387.10,3
0,47,2,403.81,3
1,35,4,678.93,3
1,71,1,52.74,3
1,44,8,818.18,3
1,40,5,760.73,3
0,35,3,976.59,3
1,45,4,932.94,3
0,24,3,1764.30,3
1,50,1,621.46,3
0,33,2,1210.80,3
1,33,1,205.82,3
1,47,7,136.09,3
0,26,2,1802.30,3
0,21,4,1244.00,3
0,35,4,2378.00,3
0,36,8,565.44,3
1,51,4,838.66,3
1,35,2,724.01,3
1,52,4,467.59,3
0,24,4,1395.70,3
0,33,6,1668.80,3
0,29,3,2410.80,3
1,70,6,512.72,3
0,49,6,2472.90,3
1,30,5,464.00,3
1,26,4,865.94,3
1,62,6,517.24,3
1,31,2,238.52,3
1,41,3,731.31,3
0,24,6,116.21,3
1,37,3,437.43,3
1,40,2,518.67,3
1,44,7,483.65,3
1,39,4,939.16,3
0,57,3,1363.40,3
1,34,4,737.11,3
1,42,5,237.23,3
0,32,4,2237.90,3
0,23,6,1858.50,3
0,40,3,841.14,3
1,55,3,815.29,3
1,49,2,195.43,3
0,31,3,1708.20,3
1,49,7,293.72,3
1,69,6,949.28,3
0,52,5,2802.90,3
1,42,4,707.69,3
0,42,2,1707.50,3
1,68,2,118.39,3
0,56,1,538.70,3
0,50,7,1986.00,3
0,44,8,2576.20,3
1,26,8,176.09,3
1,60,3,942.87,3
1,66,8,53.14,3
0,52,1,2446.60,3
0,58,4,522.24,3
1,47,5,320.59,3
0,34,2,1824.60,3
1,72,7,573.52,3
1,49,2,53.79,3
1,28,1,679.29,3
0,39,1,2360.30,3
0,53,3,2598.60,3
1,33,7,973.15,3
1,38,5,429.13,3
1,36,5,319.47,3
1,54,2,852.22,3
1,63,1,680.12,3
1,29,3,771.83,3
0,20,5,2236.40,3
1,59,2,138.68,3
1,37,2,602.06,3
0,33,2,1884.10,3
1,24,4,363.13,3
1,58,4,947.01,3
1,29,5,974.17,3
1,49,3,268.79,3
1,49,7,383.29,3
1,53,1,854.47,3
0,58,1,2727.30,3
1,53,6,978.96,3
1,36,3,658.40,3
0,43,6,574.38,3
1,52,5,269.19,3
1,37,1,999.70,3
1,32,5,359.14,3
0,33,3,2379.70,3
0,59,3,2505.80,3
0,28,4,2562.10,3
1,55,8,685.37,3
1,34,3,767.36,3
0,40,8,1184.80,3
1,58,5,321.23,3
1,29,5,766.33,3
0,45,4,2129.80,3
0,50,2,994.10,3
1,69,3,858.06,3
1,61,5,237.32,3
0,22,4,1692.70,3
0,42,8,558.62,3
1,71,3,552.21,3
1,72,5,173.30,3
1,28,5,196.30,3
0,57,2,918.65,3
1,67,8,299.10,3
1,66,3,633.52,3
1,56,3,315.80,3
0,45,5,1971.90,3
1,69,2,456.99,3
1,31,5,389.85,3
1,44,6,973.59,3
1,28,2,870.93,3
1,63,6,766.28,3
1,34,5,577.43,3
0,44,3,1558.20,3
1,63,6,846.21,3
0,32,6,961.98,3
1,49,5,724.40,3
0,22,5,2959.20,3
0,50,5,1585.40,3
1,73,6,350.46,3
0,30,3,1994.70,3
1,28,6,721.42,3
1,43,4,797.93,3
1,29,8,675.72,3
0,18,8,2425.30,3
1,44,2,350.88,3
1,36,2,741.15,3
1,64,8,258.58,3
1,62,1,402.03,3
1,41,5,422.32,3
0,22,7,2256.70,3
0,38,7,2978.50,3
1,41,2,292.60,3
1,34,2,862.94,3
0,42,7,235.55,3
0,30,4,2130.80,3
1,30,5,333.09,3
1,27,5,114.76,3
1,36,3,557.95,3
0,55,4,1979.10,3
1,73,6,151.95,3
1,66,6,736.25,3
1,67,5,405.03,3
1,62,8,83.42,3
0,24,3,1197.90,3
0,24,7,979.79,3
1,56,6,190.50,3
0,53,5,1406.10,3
1,59,8,515.39,3
1,51,5,441.10,3
0,37,7,1806.50,3
1,58,7,897.15,3
1,34,7,447.58,3
1,30,7,698.85,3
1,47,8,290.58,3
0,46,4,144.15,3
1,54,6,977.56,3
1,70,5,718.79,3
1,54,5,262.36,3
1,53,7,372.64,3
1,74,3,159.71,3
1,71,2,415.94,3
1,61,5,426.48,3
0,57,3,2711.80,3
1,43,3,484.55,3
1,27,3,500.76,3
1,42,4,161.31,3
0,31,1,911.28,3
0,27,8,914.59,3
0,60,7,1919.00,3
1,38,8,541.94,3
1,41,3,566.35,3
1,27,3,683.19,3
1,43,3,551.11,3
0,25,3,1367.70,3
1,50,5,446.29,3
1,43,4,584.00,3
1,48,7,231.04,3
1,38,2,322.03,3
1,28,6,59.35,3
1,69,2,125.59,3
1,54,8,201.95,3
1,51,3,255.36,3
1,74,5,490.12,3
1,27,4,859.34,3
0,27,3,2542.50,3
0,25,4,361.83,3
1,26,2,626.90,3
0,21,2,1406.40,3
0,33,4,2279.20,3
0,32,6,1601.40,3
1,24,7,505.36,3
0,21,7,1748.70,3
1,30,2,405.18,3
0,57,7,974.18,3
0,19,4,1739.40,3
1,62,2,235.97,3
1,30,4,945.07,3
1,67,6,793.09,3
1,46,6,191.43,3
0,57,2,1021.90,3
0,47,2,1612.40,3
1,49,3,735.94,3
1,67,7,456.92,3
0,34,7,679.13,3
0,23,5,2677.60,3
0,21,7,1470.70,3
1,47,5,537.52,3
1,54,4,822.25,3
1,51,6,70.75,3
0,54,5,2790.00,3
1,43,3,629.42,3
1,54,5,675.03,3
0,32,7,2289.40,3
1,65,8,632.41,3
0,28,3,2121.50,3
1,47,6,682.85,3
1,61,1,731.69,3
0,55,3,273.99,3
0,51,2,1993.90,3
1,38,7,876.70,3
1,49,6,432.33,3
0,36,2,1940.60,3
0,60,4,2624.80,3
1,46,3,55.42,3
0,52,4,438.39,3
0,57,2,1446.00,3
1,27,2,432.92,3
1,49,6,254.33,3
1,55,8,658.47,3
1,69,4,333.63,3
0,19,3,1467.00,3
0,39,3,1167.70,3
1,59,2,435.01,3
1,30,1,92.91,3
0,24,5,1425.70,3
0,46,6,1451.20,3
0,54,5,2133.30,3
0,44,2,593.56,3
1,37,2,784.01,3
1,56,5,526.46,3
1,58,3,176.56,3
1,37,4,809.58,3
1,26,8,503.35,3
0,57,2,1384.70,3
1,33,1,124.03,3
1,45,5,314.52,3
1,52,2,960.68,3
0,58,8,2163.40,3
0,55,4,2116.10,3
1,54,7,304.82,3
1,25,8,773.19,3
0,51,2,2120.30,3
1,44,5,119.76,3
1,63,1,647.08,3
1,73,2,987.71,3
0,43,2,930.43,3
1,44,6,742.61,3
1,35,6,608.35,3
1,40,7,359.99,3
0,19,8,1283.30,3
1,53,8,122.49,3
1,36,3,479.10,3
1,60,4,230.42,3
1,46,4,80.74,3
0,43,2,1604.90,3
1,34,8,782.47,3
1,45,5,285.13,3
1,50,8,423.56,3
1,68,4,82.03,3
0,21,2,1660.40,3
1,61,3,738.25,3
1,40,6,145.89,3
1,40,7,526.04,3
1,34,6,802.24,3
1,72,7,577.92,3
1,60,2,201.62,3
1,55,6,986.66,3
1,33,7,890.63,3
1,42,6,183.94,3
0,56,7,2507.70,3
1,63,6,786.30,3
1,31,4,364.48,3
1,41,7,281.61,3
0,27,3,149.38,3
1,43,4,644.80,3
1,39,7,211.00,3
1,37,5,678.20,3
1,68,2,123.63,3
1,40,7,67.61,3
1,71,5,988.78,3
1,73,7,322.52,3
0,42,3,2883.80,3
1,65,8,422.82,3
1,42,1,415.48,3
0,29,2,1238.40,3
1,42,6,230.72,3
1,59,2,381.21,3
0,59,2,2563.50,3
1,51,4,443.42,3
1,37,7,694.69,3
1,59,8,474.48,3
1,61,4,321.88,3
0,20,7,554.45,3
0,34,2,1627.60,3
1,52,7,978.11,3
0,62,6,2209.80,3
0,32,5,2029.90,3
1,49,2,911.61,3
1,41,3,243.30,3
1,53,4,763.74,3
1,26,8,446.78,3
1,69,3,105.94,3
0,45,6,136.18,3
1,30,3,590.57,3
0,33,4,2188.10,3
1,38,3,80.19,3
1,47,8,454.80,3
0,49,7,891.16,3
1,66,6,482.36,3
1,25,4,525.21,3
1,69,7,394.24,3
1,57,8,424.83,3
1,29,5,964.55,3
1,25,7,946.33,3
1,29,5,166.45,3
0,56,1,2150.90,3
1,58,8,216.12,3
1,58,3,614.33,3
1,26,4,378.83,3
1,42,3,568.90,3
1,54,7,68.83,3
1,38,5,866.55,3
1,55,7,657.23,3
1,41,7,128.66,3
1,71,4,597.72,3
1,62,3,833.71,3
1,41,7,623.08,3
1,26,5,509.47,3
1,50,2,766.99,3
0,48,2,1749.90,3
1,50,7,562.36,3
0,58,5,2178.20,3
0,56,5,1851.30,3
1,50,5,264.31,3
1,66,4,845.00,3
1,39,5,180.11,3
0,52,8,2314.00,3
0,35,7,2596.70,3
1,60,7,666.67,3
0,27,2,1100.60,3
1,50,3,881.02,3
1,48,4,998.00,3
1,58,6,642.75,3
1,32,6,403.63,3
0,21,4,2879.00,3
0,42,7,2305.60,3
1,74,7,596.62,3
0,40,5,1901.20,3
1,31,1,58.39,3
1,50,3,483.77,3
1,73,8,372.23,3
